Time(s) " generator.delta" " generator.PELEC" " eSAC2A.EFD" " generator.PMECH" " generator.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
2.84194 " 22.139" " 0.184047" " 1.61336" " 0.4" " -0.000475686" " 1.00593" " 0.995511" " 1.00152" " 0.998389"
2.84294 " 22.1307" " 0.184239" " 1.613" " 0.4" " -0.000450447" " 1.00594" " 0.995515" " 1.00152" " 0.998392"
2.84394 " 22.1228" " 0.18444" " 1.61264" " 0.4" " -0.000425232" " 1.00594" " 0.995524" " 1.00153" " 0.9984"
2.84494 " 22.1154" " 0.184649" " 1.61228" " 0.4" " -0.000400042" " 1.00595" " 0.995528" " 1.00153" " 0.998405"
2.84594 " 22.1084" " 0.184866" " 1.61193" " 0.4" " -0.000374879" " 1.00595" " 0.995532" " 1.00154" " 0.998409"
2.84694 " 22.1019" " 0.185091" " 1.61158" " 0.4" " -0.000349742" " 1.00596" " 0.995536" " 1.00154" " 0.998413"
2.84794 " 22.0958" " 0.185325" " 1.61123" " 0.4" " -0.000324633" " 1.00596" " 0.99554" " 1.00155" " 0.998417"
2.84894 " 22.0902" " 0.185566" " 1.61089" " 0.4" " -0.000299553" " 1.00596" " 0.995544" " 1.00155" " 0.998421"
2.84994 " 22.085" " 0.185815" " 1.61055" " 0.4" " -0.000274503" " 1.00597" " 0.995548" " 1.00155" " 0.998426"
2.85094 " 22.0803" " 0.186073" " 1.61021" " 0.4" " -0.000249484" " 1.00597" " 0.995552" " 1.00156" " 0.99843"
2.85194 " 22.076" " 0.186338" " 1.60988" " 0.4" " -0.000224497" " 1.00598" " 0.995556" " 1.00156" " 0.998435"
2.85294 " 22.0722" " 0.186612" " 1.60955" " 0.4" " -0.000199542" " 1.00598" " 0.99556" " 1.00157" " 0.998439"
2.85394 " 22.0689" " 0.186894" " 1.60922" " 0.4" " -0.00017462" " 1.00599" " 0.995565" " 1.00157" " 0.998444"
2.85494 " 22.0659" " 0.187183" " 1.60889" " 0.4" " -0.000149734" " 1.00599" " 0.995569" " 1.00158" " 0.998448"
2.85594 " 22.0635" " 0.187481" " 1.60857" " 0.4" " -0.000124882" " 1.00599" " 0.995573" " 1.00158" " 0.998453"
2.85694 " 22.0614" " 0.187786" " 1.60825" " 0.4" " -0.000100067" " 1.006" " 0.995577" " 1.00159" " 0.998458"
2.85794 " 22.0599" " 0.188099" " 1.60793" " 0.4" " -7.52898e-05" " 1.006" " 0.995582" " 1.00159" " 0.998462"
2.85894 " 22.0587" " 0.18842" " 1.60762" " 0.4" " -5.05504e-05" " 1.00601" " 0.995586" " 1.00159" " 0.998467"
2.85994 " 22.058" " 0.188749" " 1.6073" " 0.4" " -2.58501e-05" " 1.00601" " 0.995591" " 1.0016" " 0.998472"
2.86094 " 22.0578" " 0.189086" " 1.60699" " 0.4" " -1.18984e-06" " 1.00601" " 0.995595" " 1.0016" " 0.998477"
2.86194 " 22.058" " 0.189431" " 1.60668" " 0.4" " 2.34295e-05" " 1.00602" " 0.995599" " 1.00161" " 0.998482"
2.86294 " 22.0586" " 0.189783" " 1.60637" " 0.4" " 4.80069e-05" " 1.00602" " 0.995604" " 1.00161" " 0.998487"
2.86394 " 22.0597" " 0.190143" " 1.60607" " 0.4" " 7.25416e-05" " 1.00603" " 0.995608" " 1.00162" " 0.998492"
2.86494 " 22.0613" " 0.190511" " 1.60576" " 0.4" " 9.70326e-05" " 1.00603" " 0.995613" " 1.00162" " 0.998497"
2.86594 " 22.0632" " 0.190886" " 1.60546" " 0.4" " 0.000121479" " 1.00603" " 0.995617" " 1.00163" " 0.998502"
2.86694 " 22.0656" " 0.191269" " 1.60516" " 0.4" " 0.00014588" " 1.00604" " 0.995622" " 1.00164" " 0.998508"
2.86794 " 22.0685" " 0.19166" " 1.60486" " 0.4" " 0.000170235" " 1.00604" " 0.995627" " 1.00164" " 0.998513"
2.86894 " 22.0718" " 0.192058" " 1.60456" " 0.4" " 0.000194542" " 1.00604" " 0.995631" " 1.00165" " 0.998518"
2.86994 " 22.0755" " 0.192464" " 1.60427" " 0.4" " 0.000218802" " 1.00605" " 0.995636" " 1.00165" " 0.998524"
2.87094 " 22.0796" " 0.192877" " 1.60397" " 0.4" " 0.000243012" " 1.00605" " 0.995641" " 1.00166" " 0.998529"
2.87194 " 22.0842" " 0.193298" " 1.60368" " 0.4" " 0.000267173" " 1.00606" " 0.995645" " 1.00166" " 0.998534"
2.87294 " 22.0893" " 0.193727" " 1.60338" " 0.4" " 0.000291282" " 1.00606" " 0.99565" " 1.00167" " 0.99854"
2.87393 " 22.0947" " 0.194162" " 1.60309" " 0.4" " 0.00031534" " 1.00606" " 0.995655" " 1.00167" " 0.998545"
2.87493 " 22.1006" " 0.194606" " 1.6028" " 0.4" " 0.000339346" " 1.00607" " 0.995659" " 1.00168" " 0.998551"
2.87593 " 22.1069" " 0.195056" " 1.60251" " 0.4" " 0.000363299" " 1.00607" " 0.995664" " 1.00169" " 0.998557"
2.87693 " 22.1137" " 0.195514" " 1.60222" " 0.4" " 0.000387197" " 1.00607" " 0.995669" " 1.00169" " 0.998562"
2.87793 " 22.1209" " 0.19598" " 1.60193" " 0.4" " 0.00041104" " 1.00608" " 0.995674" " 1.0017" " 0.998568"
2.87893 " 22.1285" " 0.196452" " 1.60164" " 0.4" " 0.000434827" " 1.00608" " 0.995679" " 1.0017" " 0.998574"
2.87993 " 22.1365" " 0.196932" " 1.60135" " 0.4" " 0.000458557" " 1.00608" " 0.995683" " 1.00171" " 0.99858"
2.88093 " 22.145" " 0.197419" " 1.60106" " 0.4" " 0.00048223" " 1.00609" " 0.995688" " 1.00171" " 0.998585"
2.88193 " 22.1539" " 0.197914" " 1.60078" " 0.4" " 0.000505845" " 1.00609" " 0.995693" " 1.00172" " 0.998591"
2.88293 " 22.1632" " 0.198415" " 1.60049" " 0.4" " 0.0005294" " 1.00609" " 0.995698" " 1.00173" " 0.998597"
2.88393 " 22.1729" " 0.198924" " 1.6002" " 0.4" " 0.000552895" " 1.0061" " 0.995703" " 1.00173" " 0.998603"
2.88493 " 22.1831" " 0.199439" " 1.59991" " 0.4" " 0.000576329" " 1.0061" " 0.995708" " 1.00174" " 0.998609"
2.88593 " 22.1937" " 0.199962" " 1.59962" " 0.4" " 0.000599702" " 1.00611" " 0.995713" " 1.00175" " 0.998615"
2.88693 " 22.2047" " 0.200492" " 1.59934" " 0.4" " 0.000623012" " 1.00611" " 0.995718" " 1.00175" " 0.998621"
2.88793 " 22.2161" " 0.201029" " 1.59905" " 0.4" " 0.000646258" " 1.00611" " 0.995723" " 1.00176" " 0.998627"
2.88893 " 22.228" " 0.201573" " 1.59876" " 0.4" " 0.00066944" " 1.00612" " 0.995728" " 1.00176" " 0.998633"
2.88993 " 22.2402" " 0.202123" " 1.59847" " 0.4" " 0.000692557" " 1.00612" " 0.995733" " 1.00177" " 0.998639"
2.89093 " 22.2529" " 0.202681" " 1.59818" " 0.4" " 0.000715609" " 1.00612" " 0.995738" " 1.00178" " 0.998645"
2.89193 " 22.266" " 0.203246" " 1.5979" " 0.4" " 0.000738594" " 1.00613" " 0.995743" " 1.00178" " 0.998652"
2.89293 " 22.2795" " 0.203817" " 1.59761" " 0.4" " 0.000761511" " 1.00613" " 0.995748" " 1.00179" " 0.998658"
2.89393 " 22.2934" " 0.204395" " 1.59732" " 0.4" " 0.00078436" " 1.00613" " 0.995753" " 1.0018" " 0.998664"
2.89493 " 22.3077" " 0.20498" " 1.59703" " 0.4" " 0.00080714" " 1.00614" " 0.995758" " 1.0018" " 0.99867"
2.89593 " 22.3225" " 0.205572" " 1.59674" " 0.4" " 0.000829851" " 1.00614" " 0.995763" " 1.00181" " 0.998677"
2.89693 " 22.3376" " 0.20617" " 1.59644" " 0.4" " 0.00085249" " 1.00614" " 0.995768" " 1.00182" " 0.998683"
2.89793 " 22.3532" " 0.206775" " 1.59615" " 0.4" " 0.000875059" " 1.00615" " 0.995773" " 1.00182" " 0.998689"
2.89893 " 22.3691" " 0.207387" " 1.59586" " 0.4" " 0.000897555" " 1.00615" " 0.995778" " 1.00183" " 0.998695"
2.89993 " 22.3855" " 0.208005" " 1.59557" " 0.4" " 0.000919979" " 1.00615" " 0.995783" " 1.00184" " 0.998702"
2.90093 " 22.4022" " 0.20863" " 1.59527" " 0.4" " 0.000942328" " 1.00615" " 0.995788" " 1.00184" " 0.998708"
2.90193 " 22.4194" " 0.209261" " 1.59498" " 0.4" " 0.000964604" " 1.00616" " 0.995793" " 1.00185" " 0.998715"
2.90293 " 22.437" " 0.209899" " 1.59468" " 0.4" " 0.000986804" " 1.00616" " 0.995798" " 1.00186" " 0.998721"
2.90393 " 22.4549" " 0.210543" " 1.59438" " 0.4" " 0.00100893" " 1.00616" " 0.995803" " 1.00186" " 0.998727"
2.90493 " 22.4733" " 0.211194" " 1.59408" " 0.4" " 0.00103098" " 1.00617" " 0.995808" " 1.00187" " 0.998734"
2.90593 " 22.492" " 0.211851" " 1.59378" " 0.4" " 0.00105295" " 1.00617" " 0.995813" " 1.00188" " 0.99874"
2.90693 " 22.5112" " 0.212515" " 1.59348" " 0.4" " 0.00107484" " 1.00617" " 0.995818" " 1.00188" " 0.998746"
2.90793 " 22.5307" " 0.213184" " 1.59318" " 0.4" " 0.00109665" " 1.00618" " 0.995823" " 1.00189" " 0.998753"
2.90893 " 22.5507" " 0.21386" " 1.59288" " 0.4" " 0.00111838" " 1.00618" " 0.995828" " 1.0019" " 0.998759"
2.90993 " 22.571" " 0.214543" " 1.59258" " 0.4" " 0.00114004" " 1.00618" " 0.995833" " 1.00191" " 0.998766"
2.91093 " 22.5917" " 0.215231" " 1.59227" " 0.4" " 0.00116161" " 1.00618" " 0.995838" " 1.00191" " 0.998772"
2.91193 " 22.6128" " 0.215926" " 1.59196" " 0.4" " 0.0011831" " 1.00619" " 0.995842" " 1.00192" " 0.998778"
2.91293 " 22.6343" " 0.216626" " 1.59166" " 0.4" " 0.00120451" " 1.00619" " 0.995847" " 1.00193" " 0.998785"
2.91393 " 22.6562" " 0.217333" " 1.59135" " 0.4" " 0.00122583" " 1.00619" " 0.995852" " 1.00193" " 0.998791"
2.91493 " 22.6784" " 0.218046" " 1.59104" " 0.4" " 0.00124707" " 1.0062" " 0.995857" " 1.00194" " 0.998798"
2.91593 " 22.7011" " 0.218765" " 1.59072" " 0.4" " 0.00126823" " 1.0062" " 0.995862" " 1.00195" " 0.998804"
2.91693 " 22.7241" " 0.21949" " 1.59041" " 0.4" " 0.0012893" " 1.0062" " 0.995866" " 1.00195" " 0.99881"
2.91793 " 22.7475" " 0.22022" " 1.5901" " 0.4" " 0.00131028" " 1.0062" " 0.995871" " 1.00196" " 0.998817"
2.91893 " 22.7713" " 0.220957" " 1.58978" " 0.4" " 0.00133118" " 1.00621" " 0.995876" " 1.00197" " 0.998823"
2.91993 " 22.7954" " 0.2217" " 1.58946" " 0.4" " 0.00135199" " 1.00621" " 0.99588" " 1.00197" " 0.998829"
2.92093 " 22.8199" " 0.222448" " 1.58914" " 0.4" " 0.00137271" " 1.00621" " 0.995885" " 1.00198" " 0.998835"
2.92193 " 22.8448" " 0.223202" " 1.58882" " 0.4" " 0.00139335" " 1.00621" " 0.995889" " 1.00199" " 0.998842"
2.92293 " 22.8701" " 0.223961" " 1.5885" " 0.4" " 0.00141389" " 1.00621" " 0.995894" " 1.002" " 0.998848"
2.92393 " 22.8957" " 0.224727" " 1.58818" " 0.4" " 0.00143435" " 1.00622" " 0.995898" " 1.002" " 0.998854"
2.92493 " 22.9217" " 0.225498" " 1.58785" " 0.4" " 0.00145471" " 1.00622" " 0.995903" " 1.00201" " 0.99886"
2.92593 " 22.9481" " 0.226275" " 1.58752" " 0.4" " 0.00147498" " 1.00622" " 0.995907" " 1.00202" " 0.998867"
2.92693 " 22.9748" " 0.227057" " 1.58719" " 0.4" " 0.00149516" " 1.00622" " 0.995912" " 1.00202" " 0.998873"
2.92793 " 23.0019" " 0.227845" " 1.58686" " 0.4" " 0.00151525" " 1.00623" " 0.995916" " 1.00203" " 0.998879"
2.92893 " 23.0294" " 0.228638" " 1.58653" " 0.4" " 0.00153525" " 1.00623" " 0.99592" " 1.00204" " 0.998885"
2.92993 " 23.0572" " 0.229437" " 1.5862" " 0.4" " 0.00155515" " 1.00623" " 0.995924" " 1.00204" " 0.998891"
2.93093 " 23.0854" " 0.230241" " 1.58586" " 0.4" " 0.00157495" " 1.00623" " 0.995928" " 1.00205" " 0.998897"
2.93193 " 23.1139" " 0.23105" " 1.58553" " 0.4" " 0.00159466" " 1.00623" " 0.995932" " 1.00206" " 0.998903"
2.93293 " 23.1428" " 0.231865" " 1.58519" " 0.4" " 0.00161428" " 1.00624" " 0.995937" " 1.00206" " 0.998909"
2.93393 " 23.172" " 0.232685" " 1.58485" " 0.4" " 0.0016338" " 1.00624" " 0.995941" " 1.00207" " 0.998915"
2.93493 " 23.2016" " 0.23351" " 1.5845" " 0.4" " 0.00165322" " 1.00624" " 0.995944" " 1.00208" " 0.998921"
2.93593 " 23.2315" " 0.234341" " 1.58416" " 0.4" " 0.00167254" " 1.00624" " 0.995948" " 1.00208" " 0.998927"
2.93693 " 23.2618" " 0.235176" " 1.58381" " 0.4" " 0.00169177" " 1.00624" " 0.995952" " 1.00209" " 0.998932"
2.93793 " 23.2924" " 0.236017" " 1.58347" " 0.4" " 0.00171089" " 1.00624" " 0.995956" " 1.0021" " 0.998938"
2.93893 " 23.3234" " 0.236863" " 1.58312" " 0.4" " 0.00172992" " 1.00624" " 0.995959" " 1.0021" " 0.998944"
2.93993 " 23.3547" " 0.237714" " 1.58277" " 0.4" " 0.00174885" " 1.00625" " 0.995963" " 1.00211" " 0.998949"
2.94093 " 23.3864" " 0.23857" " 1.58242" " 0.4" " 0.00176768" " 1.00625" " 0.995966" " 1.00212" " 0.998955"
2.94193 " 23.4183" " 0.239431" " 1.58206" " 0.4" " 0.0017864" " 1.00625" " 0.99597" " 1.00212" " 0.99896"
2.94293 " 23.4507" " 0.240296" " 1.58171" " 0.4" " 0.00180503" " 1.00625" " 0.995973" " 1.00213" " 0.998966"
2.94393 " 23.4833" " 0.241167" " 1.58135" " 0.4" " 0.00182355" " 1.00625" " 0.995977" " 1.00214" " 0.998971"
2.94493 " 23.5163" " 0.242042" " 1.58099" " 0.4" " 0.00184197" " 1.00625" " 0.99598" " 1.00214" " 0.998977"
2.94593 " 23.5496" " 0.242922" " 1.58063" " 0.4" " 0.00186028" " 1.00625" " 0.995983" " 1.00215" " 0.998982"
2.94693 " 23.5833" " 0.243807" " 1.58027" " 0.4" " 0.00187849" " 1.00625" " 0.995986" " 1.00216" " 0.998987"
2.94793 " 23.6173" " 0.244697" " 1.5799" " 0.4" " 0.0018966" " 1.00625" " 0.995989" " 1.00216" " 0.998992"
2.94893 " 23.6516" " 0.245591" " 1.57954" " 0.4" " 0.0019146" " 1.00625" " 0.995992" " 1.00217" " 0.998998"
2.94993 " 23.6862" " 0.24649" " 1.57917" " 0.4" " 0.0019325" " 1.00625" " 0.995995" " 1.00217" " 0.999003"
2.95093 " 23.7211" " 0.247393" " 1.5788" " 0.4" " 0.00195029" " 1.00625" " 0.995997" " 1.00218" " 0.999007"
2.95193 " 23.7564" " 0.248301" " 1.57843" " 0.4" " 0.00196797" " 1.00625" " 0.996" " 1.00219" " 0.999012"
2.95293 " 23.792" " 0.249213" " 1.57806" " 0.4" " 0.00198555" " 1.00625" " 0.996002" " 1.00219" " 0.999017"
2.95393 " 23.8279" " 0.25013" " 1.57768" " 0.4" " 0.00200302" " 1.00625" " 0.996005" " 1.0022" " 0.999022"
2.95493 " 23.8641" " 0.251051" " 1.57731" " 0.4" " 0.00202038" " 1.00625" " 0.996007" " 1.0022" " 0.999026"
2.95593 " 23.9006" " 0.251977" " 1.57693" " 0.4" " 0.00203763" " 1.00625" " 0.996009" " 1.00221" " 0.999031"
2.95693 " 23.9374" " 0.252906" " 1.57655" " 0.4" " 0.00205478" " 1.00625" " 0.996011" " 1.00222" " 0.999036"
2.95793 " 23.9746" " 0.25384" " 1.57617" " 0.4" " 0.00207181" " 1.00625" " 0.996013" " 1.00222" " 0.99904"
2.95893 " 24.012" " 0.254778" " 1.57579" " 0.4" " 0.00208873" " 1.00625" " 0.996015" " 1.00223" " 0.999044"
2.95993 " 24.0498" " 0.255721" " 1.5754" " 0.4" " 0.00210554" " 1.00625" " 0.996017" " 1.00223" " 0.999049"
2.96093 " 24.0878" " 0.256667" " 1.57502" " 0.4" " 0.00212225" " 1.00625" " 0.996019" " 1.00224" " 0.999053"
2.96193 " 24.1262" " 0.257618" " 1.57463" " 0.4" " 0.00213884" " 1.00625" " 0.99602" " 1.00224" " 0.999057"
2.96293 " 24.1648" " 0.258572" " 1.57425" " 0.4" " 0.00215531" " 1.00625" " 0.996022" " 1.00225" " 0.999061"
2.96393 " 24.2038" " 0.259531" " 1.57386" " 0.4" " 0.00217168" " 1.00625" " 0.996023" " 1.00225" " 0.999065"
2.96493 " 24.243" " 0.260493" " 1.57347" " 0.4" " 0.00218793" " 1.00625" " 0.996025" " 1.00226" " 0.999068"
2.96593 " 24.2825" " 0.26146" " 1.57308" " 0.4" " 0.00220407" " 1.00625" " 0.996026" " 1.00226" " 0.999072"
2.96693 " 24.3224" " 0.26243" " 1.57268" " 0.4" " 0.00222009" " 1.00625" " 0.996027" " 1.00227" " 0.999076"
2.96793 " 24.3625" " 0.263404" " 1.57229" " 0.4" " 0.00223601" " 1.00624" " 0.996028" " 1.00227" " 0.999079"
2.96893 " 24.4029" " 0.264382" " 1.57189" " 0.4" " 0.0022518" " 1.00624" " 0.996029" " 1.00228" " 0.999083"
2.96993 " 24.4435" " 0.265363" " 1.5715" " 0.4" " 0.00226748" " 1.00624" " 0.996029" " 1.00228" " 0.999086"
2.97093 " 24.4845" " 0.266348" " 1.5711" " 0.4" " 0.00228305" " 1.00624" " 0.99603" " 1.00229" " 0.999089"
2.97193 " 24.5257" " 0.267337" " 1.5707" " 0.4" " 0.0022985" " 1.00624" " 0.99603" " 1.00229" " 0.999092"
2.97293 " 24.5672" " 0.268329" " 1.5703" " 0.4" " 0.00231383" " 1.00624" " 0.99603" " 1.0023" " 0.999095"
2.97393 " 24.609" " 0.269325" " 1.5699" " 0.4" " 0.00232905" " 1.00623" " 0.996031" " 1.0023" " 0.999098"
2.97493 " 24.6511" " 0.270324" " 1.56949" " 0.4" " 0.00234414" " 1.00623" " 0.996031" " 1.0023" " 0.999101"
2.97593 " 24.6934" " 0.271327" " 1.56909" " 0.4" " 0.00235913" " 1.00623" " 0.996031" " 1.00231" " 0.999103"
2.97693 " 24.736" " 0.272333" " 1.56868" " 0.4" " 0.00237399" " 1.00623" " 0.99603" " 1.00231" " 0.999106"
2.97793 " 24.7789" " 0.273343" " 1.56828" " 0.4" " 0.00238873" " 1.00622" " 0.99603" " 1.00232" " 0.999108"
2.97893 " 24.822" " 0.274356" " 1.56787" " 0.4" " 0.00240336" " 1.00622" " 0.99603" " 1.00232" " 0.99911"
2.97993 " 24.8654" " 0.275372" " 1.56746" " 0.4" " 0.00241786" " 1.00622" " 0.996029" " 1.00232" " 0.999113"
2.98093 " 24.9091" " 0.276391" " 1.56706" " 0.4" " 0.00243225" " 1.00621" " 0.996028" " 1.00233" " 0.999115"
2.98193 " 24.953" " 0.277413" " 1.56665" " 0.4" " 0.00244652" " 1.00621" " 0.996027" " 1.00233" " 0.999117"
2.98293 " 24.9971" " 0.278439" " 1.56624" " 0.4" " 0.00246067" " 1.00621" " 0.996026" " 1.00234" " 0.999118"
2.98393 " 25.0415" " 0.279467" " 1.56582" " 0.4" " 0.00247469" " 1.0062" " 0.996025" " 1.00234" " 0.99912"
2.98493 " 25.0862" " 0.280499" " 1.56541" " 0.4" " 0.0024886" " 1.0062" " 0.996024" " 1.00234" " 0.999122"
2.98593 " 25.1311" " 0.281534" " 1.565" " 0.4" " 0.00250238" " 1.0062" " 0.996022" " 1.00235" " 0.999123"
2.98693 " 25.1763" " 0.282571" " 1.56458" " 0.4" " 0.00251604" " 1.00619" " 0.996021" " 1.00235" " 0.999124"
2.98793 " 25.2217" " 0.283612" " 1.56417" " 0.4" " 0.00252958" " 1.00619" " 0.996019" " 1.00235" " 0.999126"
2.98893 " 25.2674" " 0.284655" " 1.56376" " 0.4" " 0.002543" " 1.00619" " 0.996017" " 1.00235" " 0.999127"
2.98993 " 25.3133" " 0.285701" " 1.56334" " 0.4" " 0.0025563" " 1.00618" " 0.996015" " 1.00236" " 0.999128"
2.99093 " 25.3594" " 0.286749" " 1.56292" " 0.4" " 0.00256947" " 1.00618" " 0.996013" " 1.00236" " 0.999128"
2.99193 " 25.4058" " 0.287801" " 1.56251" " 0.4" " 0.00258252" " 1.00617" " 0.99601" " 1.00236" " 0.999129"
2.99293 " 25.4524" " 0.288855" " 1.56209" " 0.4" " 0.00259544" " 1.00617" " 0.996008" " 1.00236" " 0.999129"
2.99393 " 25.4992" " 0.289912" " 1.56167" " 0.4" " 0.00260824" " 1.00616" " 0.996005" " 1.00237" " 0.99913"
2.99493 " 25.5463" " 0.290971" " 1.56125" " 0.4" " 0.00262092" " 1.00616" " 0.996002" " 1.00237" " 0.99913"
2.99593 " 25.5936" " 0.292033" " 1.56084" " 0.4" " 0.00263347" " 1.00615" " 0.995999" " 1.00237" " 0.99913"
2.99693 " 25.6411" " 0.293097" " 1.56042" " 0.4" " 0.0026459" " 1.00615" " 0.995996" " 1.00237" " 0.99913"
2.99793 " 25.6888" " 0.294164" " 1.56" " 0.4" " 0.0026582" " 1.00614" " 0.995993" " 1.00238" " 0.99913"
2.99893 " 25.7368" " 0.295233" " 1.55958" " 0.4" " 0.00267038" " 1.00613" " 0.995989" " 1.00238" " 0.99913"
2.99993 " 25.785" " 0.296304" " 1.55916" " 0.4" " 0.00268243" " 1.00613" " 0.995986" " 1.00238" " 0.999129"
3.00093 " 25.8333" " 0.297378" " 1.55874" " 0.4" " 0.00269436" " 1.00612" " 0.995982" " 1.00238" " 0.999129"
3.00193 " 25.8819" " 0.298453" " 1.55832" " 0.4" " 0.00270616" " 1.00612" " 0.995978" " 1.00238" " 0.999128"
3.00293 " 25.9308" " 0.299532" " 1.5579" " 0.4" " 0.00271783" " 1.00611" " 0.995974" " 1.00238" " 0.999127"
3.00393 " 25.9798" " 0.300612" " 1.55748" " 0.4" " 0.00272938" " 1.0061" " 0.99597" " 1.00238" " 0.999126"
3.00493 " 26.029" " 0.301694" " 1.55706" " 0.4" " 0.0027408" " 1.0061" " 0.995965" " 1.00238" " 0.999125"
3.00593 " 26.0785" " 0.302778" " 1.55664" " 0.4" " 0.00275209" " 1.00609" " 0.99596" " 1.00239" " 0.999123"
3.00693 " 26.1281" " 0.303865" " 1.55623" " 0.4" " 0.00276326" " 1.00608" " 0.995956" " 1.00239" " 0.999122"
3.00793 " 26.1779" " 0.304953" " 1.55581" " 0.4" " 0.0027743" " 1.00608" " 0.995951" " 1.00239" " 0.99912"
3.00893 " 26.228" " 0.306043" " 1.55539" " 0.4" " 0.00278521" " 1.00607" " 0.995946" " 1.00239" " 0.999118"
3.00993 " 26.2782" " 0.307135" " 1.55497" " 0.4" " 0.00279599" " 1.00606" " 0.99594" " 1.00239" " 0.999116"
3.01093 " 26.3286" " 0.308229" " 1.55455" " 0.4" " 0.00280665" " 1.00605" " 0.995935" " 1.00239" " 0.999114"
3.01192 " 26.3793" " 0.309325" " 1.55413" " 0.4" " 0.00281717" " 1.00605" " 0.995929" " 1.00239" " 0.999112"
3.01292 " 26.4301" " 0.310422" " 1.55371" " 0.4" " 0.00282757" " 1.00604" " 0.995923" " 1.00239" " 0.99911"
3.01392 " 26.481" " 0.311521" " 1.5533" " 0.4" " 0.00283784" " 1.00603" " 0.995917" " 1.00239" " 0.999107"
3.01492 " 26.5322" " 0.312622" " 1.55288" " 0.4" " 0.00284798" " 1.00602" " 0.995911" " 1.00239" " 0.999104"
3.01592 " 26.5836" " 0.313724" " 1.55247" " 0.4" " 0.00285799" " 1.00601" " 0.995905" " 1.00239" " 0.999101"
3.01692 " 26.6351" " 0.314828" " 1.55205" " 0.4" " 0.00286787" " 1.006" " 0.995898" " 1.00239" " 0.999098"
3.01792 " 26.6868" " 0.315933" " 1.55163" " 0.4" " 0.00287762" " 1.006" " 0.995891" " 1.00239" " 0.999095"
3.01892 " 26.7387" " 0.31704" " 1.55122" " 0.4" " 0.00288724" " 1.00599" " 0.995885" " 1.00238" " 0.999092"
3.01992 " 26.7908" " 0.318148" " 1.55081" " 0.4" " 0.00289673" " 1.00598" " 0.995877" " 1.00238" " 0.999088"
3.02092 " 26.843" " 0.319257" " 1.55039" " 0.4" " 0.0029061" " 1.00597" " 0.99587" " 1.00238" " 0.999084"
3.02192 " 26.8954" " 0.320368" " 1.54998" " 0.4" " 0.00291533" " 1.00596" " 0.995863" " 1.00238" " 0.99908"
3.02292 " 26.9479" " 0.32148" " 1.54957" " 0.4" " 0.00292443" " 1.00595" " 0.995855" " 1.00238" " 0.999076"
3.02392 " 27.0007" " 0.322593" " 1.54916" " 0.4" " 0.0029334" " 1.00594" " 0.995847" " 1.00238" " 0.999072"
3.02492 " 27.0535" " 0.323708" " 1.54875" " 0.4" " 0.00294224" " 1.00593" " 0.995839" " 1.00238" " 0.999068"
3.02592 " 27.1066" " 0.324823" " 1.54834" " 0.4" " 0.00295095" " 1.00592" " 0.995831" " 1.00237" " 0.999063"
3.02692 " 27.1598" " 0.325939" " 1.54794" " 0.4" " 0.00295953" " 1.00591" " 0.995823" " 1.00237" " 0.999058"
3.02792 " 27.2131" " 0.327057" " 1.54753" " 0.4" " 0.00296798" " 1.0059" " 0.995814" " 1.00237" " 0.999054"
3.02892 " 27.2666" " 0.328176" " 1.54713" " 0.4" " 0.0029763" " 1.00589" " 0.995805" " 1.00237" " 0.999049"
3.02992 " 27.3203" " 0.329295" " 1.54672" " 0.4" " 0.00298449" " 1.00587" " 0.995797" " 1.00236" " 0.999043"
3.03092 " 27.3741" " 0.330416" " 1.54632" " 0.4" " 0.00299254" " 1.00586" " 0.995788" " 1.00236" " 0.999038"
3.03192 " 27.428" " 0.331537" " 1.54592" " 0.4" " 0.00300047" " 1.00585" " 0.995778" " 1.00236" " 0.999032"
3.03292 " 27.4821" " 0.332659" " 1.54552" " 0.4" " 0.00300826" " 1.00584" " 0.995769" " 1.00236" " 0.999027"
3.03392 " 27.5363" " 0.333782" " 1.54512" " 0.4" " 0.00301592" " 1.00583" " 0.995759" " 1.00235" " 0.999021"
3.03492 " 27.5907" " 0.334905" " 1.54472" " 0.4" " 0.00302345" " 1.00582" " 0.995749" " 1.00235" " 0.999015"
3.03592 " 27.6452" " 0.336029" " 1.54433" " 0.4" " 0.00303085" " 1.0058" " 0.995739" " 1.00235" " 0.999009"
3.03692 " 27.6998" " 0.337154" " 1.54393" " 0.4" " 0.00303811" " 1.00579" " 0.995729" " 1.00234" " 0.999002"
3.03792 " 27.7545" " 0.338279" " 1.54354" " 0.4" " 0.00304525" " 1.00578" " 0.995719" " 1.00234" " 0.998996"
3.03892 " 27.8094" " 0.339405" " 1.54315" " 0.4" " 0.00305225" " 1.00577" " 0.995708" " 1.00234" " 0.998989"
3.03992 " 27.8644" " 0.340531" " 1.54276" " 0.4" " 0.00305912" " 1.00575" " 0.995697" " 1.00233" " 0.998982"
3.04092 " 27.9195" " 0.341658" " 1.54237" " 0.4" " 0.00306586" " 1.00574" " 0.995686" " 1.00233" " 0.998975"
3.04192 " 27.9748" " 0.342785" " 1.54199" " 0.4" " 0.00307247" " 1.00573" " 0.995675" " 1.00232" " 0.998968"
