Time,gENROE.delta,gENROE.PELEC,gENROE.PMECH,gENROE.SPEED,pSS2B.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.356,34.403698,0.4,0.4000000059604645,-2.7080602e-10,5.393619e-10,1.0,0.99199355,1.0,0.9959842
0.358,34.403698,0.4,0.4000000059604645,-2.6945524e-10,5.6735083e-10,1.0,0.99199355,1.0,0.9959842
0.36,34.403698,0.4,0.4000000059604645,-2.6810446e-10,5.953397e-10,1.0,0.99199355,1.0,0.9959842
0.362,34.403698,0.4,0.4000000059604645,-2.667537e-10,6.2332867e-10,1.0,0.99199355,1.0,0.9959842
0.364,34.403698,0.4,0.4000000059604645,-2.6540292e-10,6.5131756e-10,1.0,0.99199355,1.0,0.9959842
0.366,34.403698,0.4,0.4000000059604645,-2.6405214e-10,6.793065e-10,1.0,0.99199355,1.0,0.9959842
0.368,34.403698,0.4,0.4000000059604645,-2.627014e-10,7.072954e-10,1.0,0.99199355,1.0,0.9959842
0.37,34.403698,0.4,0.4000000059604645,-2.613506e-10,7.3528433e-10,1.0,0.99199355,1.0,0.9959842
0.372,34.403698,0.4,0.4000000059604645,-2.5999983e-10,7.632732e-10,1.0,0.99199355,1.0,0.9959842
0.374,34.403698,0.4,0.4000000059604645,-2.5864907e-10,7.9126217e-10,1.0,0.99199355,1.0,0.9959842
0.376,34.403698,0.4,0.4000000059604645,-2.572983e-10,8.1925106e-10,1.0,0.99199355,1.0,0.9959842
0.378,34.403698,0.4,0.4000000059604645,-2.559475e-10,8.4724e-10,1.0,0.99199355,1.0,0.9959842
0.38,34.403698,0.4,0.4000000059604645,-2.5459676e-10,8.7522894e-10,1.0,0.99199355,1.0,0.9959842
0.382,34.403698,0.4,0.4000000059604645,-2.5324598e-10,9.0321783e-10,1.0,0.99199355,1.0,0.9959842
0.384,34.403698,0.4,0.4000000059604645,-2.5189523e-10,9.312068e-10,1.0,0.99199355,1.0,0.9959842
0.386,34.403698,0.4,0.4000000059604645,-2.5054445e-10,9.591957e-10,1.0,0.99199355,1.0,0.9959842
0.388,34.403698,0.4,0.4000000059604645,-2.4919367e-10,9.871846e-10,1.0,0.99199355,1.0,0.9959842
0.39,34.403698,0.4,0.4000000059604645,-2.478429e-10,1.0151735e-09,1.0,0.99199355,1.0,0.9959842
0.392,34.403698,0.4,0.4000000059604645,-2.4649213e-10,1.0431624e-09,1.0,0.99199355,1.0,0.9959842
0.394,34.403698,0.4,0.4000000059604645,-2.4514135e-10,1.0711514e-09,1.0,0.99199355,1.0,0.9959842
0.396,34.403698,0.4,0.4000000059604645,-2.437906e-10,1.0991402e-09,1.0,0.99199355,1.0,0.9959842
0.398,34.403698,0.4,0.4000000059604645,-2.4243982e-10,1.1271292e-09,1.0,0.99199355,1.0,0.9959842
0.4,34.403698,0.4,0.4000000059604645,-2.4108904e-10,1.1551181e-09,1.0,0.99199355,1.0,0.9959842
0.402,34.403698,0.4,0.4000000059604645,-2.3973828e-10,1.1831071e-09,1.0,0.99199355,1.0,0.9959842
0.404,34.403698,0.4,0.4000000059604645,-2.383875e-10,1.2110959e-09,1.0,0.99199355,1.0,0.9959842
0.406,34.403698,0.4,0.4000000059604645,-2.3703672e-10,1.2390848e-09,1.0,0.99199355,1.0,0.9959842
0.408,34.403698,0.4,0.4000000059604645,-2.3568597e-10,1.2670738e-09,1.0,0.99199355,1.0,0.9959842
0.41,34.403698,0.4,0.4000000059604645,-2.343352e-10,1.2950627e-09,1.0,0.99199355,1.0,0.9959842
0.412,34.403698,0.4,0.4000000059604645,-2.329844e-10,1.3230517e-09,1.0,0.99199355,1.0,0.9959842
0.414,34.403698,0.4,0.4000000059604645,-2.3163364e-10,1.3510405e-09,1.0,0.99199355,1.0,0.9959842
0.416,34.403698,0.4,0.4000000059604645,-2.3028288e-10,1.3790294e-09,1.0,0.99199355,1.0,0.9959842
0.418,34.403698,0.4,0.4000000059604645,-2.2893211e-10,1.4070184e-09,1.0,0.99199355,1.0,0.9959842
0.42,34.403698,0.4,0.4000000059604645,-2.2758134e-10,1.4350073e-09,1.0,0.99199355,1.0,0.9959842
0.422,34.403698,0.4,0.4000000059604645,-2.2623056e-10,1.4629962e-09,1.0,0.99199355,1.0,0.9959842
0.424,34.403698,0.4,0.4000000059604645,-2.248798e-10,1.4909851e-09,1.0,0.99199355,1.0,0.9959842
0.426,34.403698,0.4,0.4000000059604645,-2.2352903e-10,1.5189741e-09,1.0,0.99199355,1.0,0.9959842
0.428,34.403698,0.4,0.4000000059604645,-2.2217825e-10,1.546963e-09,1.0,0.99199355,1.0,0.9959842
0.43,34.403698,0.4,0.4000000059604645,-2.2082748e-10,1.5749518e-09,1.0,0.99199355,1.0,0.9959842
0.432,34.403698,0.4,0.4000000059604645,-2.1947671e-10,1.6029408e-09,1.0,0.99199355,1.0,0.9959842
0.434,34.403698,0.4,0.4000000059604645,-2.1812593e-10,1.6309297e-09,1.0,0.99199355,1.0,0.9959842
0.436,34.403698,0.4,0.4000000059604645,-2.1677517e-10,1.6589187e-09,1.0,0.99199355,1.0,0.9959842
0.438,34.403698,0.4,0.4000000059604645,-2.154244e-10,1.6869076e-09,1.0,0.99199355,1.0,0.9959842
0.44,34.403698,0.4,0.4000000059604645,-2.1407363e-10,1.7148964e-09,1.0,0.99199355,1.0,0.9959842
